Code,Predicted,Actual_Return,Weight_EW,Weight_PW
300650,0.26223416670662414,0.4724,0.03333333333333333,0.03816624175821035
300672,0.2527934938537783,0.528,0.03333333333333333,0.03679222170969016
2774,0.2493345037742059,-0.1313,0.03333333333333333,0.03628879130901355
573,0.2483818335360768,-0.0093,0.03333333333333333,0.036150137208058944
601015,0.24569277683643445,-0.2117,0.03333333333333333,0.03575876491134788
601518,0.24192540895140185,0.0345,0.03333333333333333,0.03521045240387385
300162,0.23814256373335094,0.2198,0.03333333333333333,0.03465988728515099
949,0.23792129128342868,-0.0681,0.03333333333333333,0.034627682718048905
600569,0.23705777345707177,-0.1383,0.03333333333333333,0.03450200409067106
2592,0.23422838919530523,0.1164,0.03333333333333333,0.03409020815607696
300391,0.2340627088050016,-0.1945,0.03333333333333333,0.03406609460172843
603101,0.23371856659095358,0.0225,0.03333333333333333,0.03401600725000947
2068,0.2313730827817697,0.4509,0.03333333333333333,0.033674639444183356
683,0.23045616007192793,-0.2324,0.03333333333333333,0.0335411881313475
600409,0.22761635299298044,-0.219,0.03333333333333333,0.03312787523286832
2378,0.22647946725934703,-0.0631,0.03333333333333333,0.03296240993021058
300223,0.22568591171011826,0.0428,0.03333333333333333,0.032846913794368306
2407,0.22543809730249198,-0.1589,0.03333333333333333,0.03281084624180101
603876,0.2220814249344823,-0.0906,0.03333333333333333,0.03232230742662866
990,0.22202957944676432,-0.0259,0.03333333333333333,0.032314761699681
2274,0.22189478102435808,0.1104,0.03333333333333333,0.0322951427871541
600623,0.22119212475912325,-0.2249,0.03333333333333333,0.03219287636920912
600110,0.22067401921914823,-0.255,0.03333333333333333,0.03211746994317662
600714,0.2154259906819647,0.1909,0.03333333333333333,0.03135365823847142
607,0.2144342992930622,0.4791,0.03333333333333333,0.031209324897878428
600746,0.2134255614443904,-0.2238,0.03333333333333333,0.031062510571253563
603888,0.2115037866833844,0.3237,0.03333333333333333,0.030782810480855204
300809,0.20988942371675914,0.0577,0.03333333333333333,0.03054785190149261
2023,0.20799655025790767,0.0453,0.03333333333333333,0.03027235818167902
423,0.20775059576451765,0.3921,0.03333333333333333,0.030236561325860674
