Code,Predicted,Actual_Return,Weight_EW,Weight_PW
300533,0.829982567675589,0.538,0.03333333333333333,0.03641398616700139
600545,0.8251866266877529,0.1538,0.03333333333333333,0.03620357291786785
300068,0.7982841766999372,0.2204,0.03333333333333333,0.0350232765118141
600313,0.7933452519865984,0.3879,0.03333333333333333,0.03480659010995984
2667,0.7888791367781866,-0.0417,0.03333333333333333,0.03461064737121679
300170,0.7842037664040232,0.2549,0.03333333333333333,0.03440552394000162
2476,0.7761151549679075,0.237,0.03333333333333333,0.034050650721676276
2783,0.7754575552217027,0.0765,0.03333333333333333,0.03402179972046936
600160,0.7748995316505458,0.0168,0.03333333333333333,0.033997317444103156
300332,0.774116043173254,0.254,0.03333333333333333,0.03396294330218111
300437,0.7699859946206206,0.0309,0.03333333333333333,0.033781744881007256
525,0.7684856487785781,0.8162,0.03333333333333333,0.03371591991688679
2167,0.7667669414255751,0.0765,0.03333333333333333,0.03364051473584468
600428,0.7637533501492034,0.0697,0.03333333333333333,0.03350829886128949
300302,0.7616535423417894,-0.0323,0.03333333333333333,0.03341617358609645
603031,0.7582081986016703,-0.01,0.03333333333333333,0.03326501535196075
600650,0.755467370474722,0.3089,0.03333333333333333,0.033144766467962695
2692,0.7496223891045731,-0.0299,0.03333333333333333,0.03288832846667425
300900,0.7470470038548669,0.0426,0.03333333333333333,0.03277533809011714
600179,0.7423722579042293,0.0852,0.03333333333333333,0.03257024205435642
2635,0.7411311154507049,0.3417,0.03333333333333333,0.03251578917077299
300831,0.7375061882506803,0.0405,0.03333333333333333,0.032356752036670586
600037,0.7373442469488027,0.0586,0.03333333333333333,0.03234964715452475
833,0.7348455833396733,0.2643,0.03333333333333333,0.03224002280138485
893,0.7263943583223729,-0.0017,0.03333333333333333,0.03186924056708317
300411,0.7257748577227365,0.203,0.03333333333333333,0.031842061097123
603819,0.7237444374799983,0.4283,0.03333333333333333,0.031752980076012724
603619,0.7210444157893202,0.3833,0.03333333333333333,0.03163452150070758
300505,0.7208897485055551,0.2616,0.03333333333333333,0.03162773575296919
603032,0.7204535703525118,0.2877,0.03333333333333333,0.03160859922426383
