Code,Predicted,Actual_Return,Weight_EW,Weight_PW
933,0.4755260000000001,-0.1826,0.03333333333333333,0.04300839253226827
5,0.4755260000000001,0.09,0.03333333333333333,0.04300839253226827
2574,0.4755260000000001,-0.1167,0.03333333333333333,0.04300839253226827
601028,0.4755260000000001,0.0613,0.03333333333333333,0.04300839253226827
925,0.4755260000000001,0.139,0.03333333333333333,0.04300839253226827
600777,0.4755260000000001,-0.1587,0.03333333333333333,0.04300839253226827
676,0.4755260000000001,0.1972,0.03333333333333333,0.04300839253226827
600696,0.3469384615384617,0.222,0.03333333333333333,0.031378443110129446
2759,0.3469384615384617,-0.3362,0.03333333333333333,0.031378443110129446
603738,0.3469384615384617,0.2469,0.03333333333333333,0.031378443110129446
600714,0.3469384615384617,0.1909,0.03333333333333333,0.031378443110129446
300391,0.3469384615384617,-0.1945,0.03333333333333333,0.031378443110129446
2774,0.3469384615384617,-0.1313,0.03333333333333333,0.031378443110129446
300809,0.3469384615384617,0.0577,0.03333333333333333,0.031378443110129446
300672,0.3469384615384617,0.528,0.03333333333333333,0.031378443110129446
300460,0.3469384615384617,0.0158,0.03333333333333333,0.031378443110129446
600110,0.3469384615384617,-0.255,0.03333333333333333,0.031378443110129446
2192,0.3469384615384617,-0.0214,0.03333333333333333,0.031378443110129446
300223,0.3469384615384617,0.0428,0.03333333333333333,0.031378443110129446
300769,0.3469384615384617,0.0127,0.03333333333333333,0.031378443110129446
600884,0.3469384615384617,-0.0449,0.03333333333333333,0.031378443110129446
603616,0.31897397260273974,-0.0147,0.03333333333333333,0.02884922763692335
2451,0.31897397260273974,-0.0721,0.03333333333333333,0.02884922763692335
600702,0.31897397260273974,0.1013,0.03333333333333333,0.02884922763692335
300518,0.31897397260273974,0.2968,0.03333333333333333,0.02884922763692335
403,0.31897397260273974,0.0498,0.03333333333333333,0.02884922763692335
2129,0.31897397260273974,-0.0898,0.03333333333333333,0.02884922763692335
600774,0.31897397260273974,-0.0012,0.03333333333333333,0.02884922763692335
2333,0.31897397260273974,0.0154,0.03333333333333333,0.02884922763692335
300073,0.31897397260273974,0.0581,0.03333333333333333,0.02884922763692335
