Code,Predicted,Actual_Return,Weight_EW,Weight_PW
300769,0.29366118463131874,0.0127,0.03333333333333333,0.04259969206216447
670,0.2686756511506508,2.1156,0.03333333333333333,0.038975188423313996
761,0.2655424892913817,-0.1457,0.03333333333333333,0.03852067915422775
2176,0.2625488540958135,-0.1128,0.03333333333333333,0.03808641019342597
300077,0.2582937386530633,-0.1113,0.03333333333333333,0.03746914575046701
300343,0.2554346846217693,-0.1722,0.03333333333333333,0.03705439968358343
2192,0.24608071089645076,-0.0214,0.03333333333333333,0.0356974740117197
762,0.23673942171888082,-0.0408,0.03333333333333333,0.03434238841221256
600338,0.2360545024395962,0.0669,0.03333333333333333,0.034243031221300194
2325,0.2357808712711716,0.1673,0.03333333333333333,0.03420333716528073
936,0.2325862376043774,-0.0095,0.03333333333333333,0.03373991054447038
2850,0.23033805863903417,0.2305,0.03333333333333333,0.03341378051218676
600610,0.22638708948413294,-0.2211,0.03333333333333333,0.03284063677323056
603392,0.22590265555619166,-0.0023,0.03333333333333333,0.03277036280705872
2592,0.22499147840414566,0.1164,0.03333333333333333,0.03263818372407923
698,0.22344833584723783,-0.0842,0.03333333333333333,0.03241432915571049
600714,0.2218579601809365,0.1909,0.03333333333333333,0.03218362275938286
300672,0.22013374514336143,0.528,0.03333333333333333,0.03193350107666246
933,0.21987099771524732,-0.1826,0.03333333333333333,0.03189538586051008
600460,0.21982741916419818,-0.0506,0.03333333333333333,0.03188906417772609
600110,0.21837797693590472,-0.255,0.03333333333333333,0.03167880216211542
603101,0.21778649690943502,0.0225,0.03333333333333333,0.031592999651238254
600162,0.2137741755998425,0.0769,0.03333333333333333,0.031010955917887214
2682,0.21289193800627046,0.5649,0.03333333333333333,0.030882974925577938
676,0.20823805109062024,0.1972,0.03333333333333333,0.030207863062402227
300618,0.20722345879056134,0.0698,0.03333333333333333,0.030060682155244153
422,0.20345871297208915,0.1169,0.03333333333333333,0.029514552734835445
300391,0.2029391513262441,-0.1945,0.03333333333333333,0.02943918299828651
600112,0.20270541621195598,-0.0794,0.03333333333333333,0.02940527642699317
600696,0.20195340424640848,0.222,0.03333333333333333,0.029296186496706313
