Code,Predicted,Actual_Return,Weight_EW,Weight_PW
600604,0.288935281662711,-0.0185,0.03333333333333333,0.04330355571142464
2072,0.26982872261849433,0.2186,0.03333333333333333,0.04044000114908945
2466,0.2687066846516587,0.5334,0.03333333333333333,0.04027183811504392
300050,0.2539529201329441,-0.0726,0.03333333333333333,0.03806064929755916
2192,0.2507904490721553,0.3436,0.03333333333333333,0.037586680729308986
600545,0.2482754038452044,0.1538,0.03333333333333333,0.03720974371948698
600804,0.24218616207397897,-0.4661,0.03333333333333333,0.03629713166753131
838,0.2408923834755075,-0.2112,0.03333333333333333,0.03610322937462075
2291,0.24078540105252708,0.1021,0.03333333333333333,0.036087195613402616
2432,0.23679854225996183,-0.1971,0.03333333333333333,0.03548967370176923
2535,0.22974677734593169,0.0629,0.03333333333333333,0.03443280555793679
300363,0.2222067296510914,-0.1911,0.03333333333333333,0.03330275707946309
600287,0.2218960233105683,-0.0496,0.03333333333333333,0.03325619063299346
2821,0.21913814083139802,-0.2125,0.03333333333333333,0.032842858910764654
2805,0.21771948210788286,0.8242,0.03333333333333333,0.03263024047692122
603031,0.21748395639274692,-0.01,0.03333333333333333,0.03259494156545506
300343,0.2134971252167673,0.131,0.03333333333333333,0.03199742379279823
2326,0.21101052354511643,-0.1362,0.03333333333333333,0.031624749699829015
300681,0.20986643659597073,0.2995,0.03333333333333333,0.03145328212184427
600313,0.20903059595998638,0.3879,0.03333333333333333,0.0313280122990039
603032,0.20280545765712837,0.2877,0.03333333333333333,0.030395033045802766
300044,0.20195343571695717,0.3622,0.03333333333333333,0.030267338084698534
600481,0.19931110443340247,0.4451,0.03333333333333333,0.029871324350110653
300068,0.1986761023473296,0.2204,0.03333333333333333,0.029776154774235782
600608,0.19562927628317855,-0.0667,0.03333333333333333,0.02931951825185357
300332,0.1944895048252292,0.254,0.03333333333333333,0.029148697448857216
603392,0.19395137884984048,-0.1893,0.03333333333333333,0.029068046972318278
300900,0.1913025058395658,0.0426,0.03333333333333333,0.02867105281046711
600032,0.190731588655405,0.0405,0.03333333333333333,0.028585487821834888
2491,0.19072423176441267,0.1038,0.03333333333333333,0.028584385223574423
