ts_code,trade_date,open,high,low,close,vol,amount,pct_chg
688235.SH,20251124,279.99,287.2,277.01,285.08,28948.29,820132.854,2.2232
688235.SH,20251125,278.0,287.5,276.1,283.4,28112.13,795832.923,-0.5893
688235.SH,20251126,283.03,293.29,282.49,285.28,29755.34,856747.549,0.6634
688235.SH,20251127,284.38,291.6,284.38,286.81,23239.06,670061.208,0.5363
688235.SH,20251128,285.5,290.25,285.0,289.7,18160.47,523628.661,1.0076
688235.SH,20251201,289.69,289.71,281.24,288.0,27422.13,779631.388,-0.5868
688235.SH,20251202,284.0,285.8,278.08,279.66,21902.77,614972.412,-2.8958
688235.SH,20251203,278.89,281.0,274.03,275.2,18261.45,505710.197,-1.5948
688235.SH,20251204,278.5,282.4,277.64,280.23,19339.7,541989.568,1.8278
688235.SH,20251205,280.23,280.23,276.19,279.25,14158.97,393949.921,-0.3497
688235.SH,20251208,280.49,281.8,276.14,279.49,22953.54,640687.016,0.0859
688235.SH,20251209,280.0,282.97,276.21,277.54,22384.95,625521.746,-0.6977
688235.SH,20251210,276.0,277.27,271.1,276.8,17995.34,493853.27,-0.2666
688235.SH,20251211,278.01,280.53,274.5,274.62,16037.07,445502.526,-0.7876
688235.SH,20251212,274.01,277.48,272.0,276.5,16330.15,449121.536,0.6846
688235.SH,20251215,274.65,275.5,269.36,270.54,22603.19,614435.654,-2.1555
688235.SH,20251216,271.1,272.0,264.51,266.01,16629.0,443960.691,-1.6744
688235.SH,20251217,266.34,271.69,265.47,271.4,15014.22,403876.068,2.0262
688235.SH,20251218,270.6,274.61,270.2,271.66,12260.06,333825.182,0.0958
688235.SH,20251219,272.0,274.88,269.79,274.0,17996.06,490378.165,0.8614
688235.SH,20251222,273.8,277.38,273.01,274.3,13780.41,379390.072,0.1095
688235.SH,20251223,274.99,278.8,273.8,276.83,14860.29,411056.721,0.9223
688235.SH,20251224,276.91,279.23,274.74,277.92,13135.19,364140.535,0.3937
688235.SH,20251225,277.0,277.56,271.58,273.05,19647.07,537167.074,-1.7523
688235.SH,20251226,271.93,276.39,271.16,275.06,18040.22,493195.256,0.7361
688235.SH,20251229,274.02,277.89,272.0,274.2,20476.81,563065.935,-0.3127
688235.SH,20251230,273.0,274.84,268.0,272.0,20649.53,560829.863,-0.8023
688235.SH,20251231,271.0,272.7,267.71,268.6,13281.22,357713.639,-1.25
688235.SH,20260105,269.0,305.0,269.0,300.89,76172.85,2233163.723,12.0216
688235.SH,20260106,301.0,302.0,295.63,298.69,36557.61,1091642.36,-0.7312
688235.SH,20260107,298.8,310.78,298.7,307.93,37640.11,1153302.35,3.0935
688235.SH,20260108,312.99,314.88,306.0,307.64,35372.42,1095297.801,-0.0942
688235.SH,20260109,303.93,317.84,297.0,312.99,32729.01,1008512.362,1.739
688235.SH,20260112,316.93,318.1,308.17,313.31,28636.0,893112.254,0.1022
688235.SH,20260113,312.61,319.24,308.93,310.8,36453.41,1141901.091,-0.8011
688235.SH,20260114,316.1,318.14,302.51,308.0,36534.95,1135497.618,-0.9009
688235.SH,20260115,306.0,310.41,304.3,307.0,20468.47,628279.18,-0.3247
688235.SH,20260116,305.9,311.77,304.01,307.1,20926.03,641924.073,0.0326
688235.SH,20260119,305.0,306.55,292.77,294.5,33317.73,987861.566,-4.1029
688235.SH,20260120,294.5,297.5,285.61,287.48,25072.48,725324.647,-2.3837
688235.SH,20260121,287.0,294.5,286.69,292.47,20219.58,590137.203,1.7358
688235.SH,20260122,295.0,295.86,285.0,287.3,20190.62,583457.558,-1.7677
688235.SH,20260123,288.99,292.5,286.01,289.38,21815.11,631522.693,0.724
688235.SH,20260126,289.38,290.58,284.14,285.12,25715.76,736760.627,-1.4721
688235.SH,20260127,285.49,287.5,279.55,285.75,18016.18,510235.239,0.221
688235.SH,20260128,285.0,290.16,284.6,288.99,23666.07,680307.687,1.1339
688235.SH,20260129,289.28,292.0,283.7,285.78,20279.58,581852.652,-1.1108
688235.SH,20260130,287.78,290.79,277.12,277.26,27178.45,767219.383,-2.9813
688235.SH,20260202,277.0,278.3,268.68,269.0,24078.15,658873.487,-2.9792
688235.SH,20260203,272.87,274.88,267.52,273.4,23960.42,651239.748,1.6357
688235.SH,20260204,273.15,279.9,270.05,277.63,21320.27,584533.462,1.5472
688235.SH,20260205,277.06,279.79,273.13,275.6,19800.4,545405.887,-0.7312
688235.SH,20260206,274.0,275.5,270.71,272.5,14113.83,385775.557,-1.1248
688235.SH,20260209,275.56,280.85,273.58,276.93,18465.14,510521.873,1.6257
688235.SH,20260210,276.93,291.67,274.32,286.02,36995.12,1056394.392,3.2824
688235.SH,20260211,286.0,290.0,284.56,287.25,16111.71,462572.293,0.43
688235.SH,20260212,287.01,290.32,281.42,282.7,16009.34,454536.66,-1.584
688235.SH,20260213,282.16,285.88,279.14,279.62,11203.07,316227.013,-1.0895
688235.SH,20260224,285.9,287.49,280.0,280.18,20813.9,589106.661,0.2003
688235.SH,20260225,280.19,281.5,276.6,279.22,18392.89,512769.648,-0.3426
688235.SH,20260226,275.0,276.62,263.01,263.44,47813.42,1281326.136,-5.6515
688235.SH,20260227,258.33,262.39,251.0,257.7,31721.36,818735.718,-2.1789
688235.SH,20260302,253.82,259.2,250.19,250.84,40396.43,1019043.261,-2.662
688235.SH,20260303,251.88,254.36,233.41,234.99,54785.94,1316740.326,-6.3188
688235.SH,20260304,234.47,236.83,228.28,231.26,30286.3,702047.792,-1.5873
688235.SH,20260305,235.0,239.98,232.1,237.12,33514.3,793448.035,2.5339
688235.SH,20260306,236.26,242.1,235.34,238.49,31446.57,752039.681,0.5778
688235.SH,20260309,233.5,234.0,229.95,232.89,27868.32,646374.998,-2.3481
688235.SH,20260310,235.77,245.78,235.7,245.2,35032.42,851040.694,5.2858
688235.SH,20260311,245.86,246.75,237.6,238.09,31140.88,748170.417,-2.8997
688235.SH,20260312,238.09,238.74,232.0,233.84,23606.77,553489.846,-1.785
688235.SH,20260313,231.31,231.82,227.0,228.68,30998.14,709724.202,-2.2066
688235.SH,20260316,228.64,232.46,221.56,231.3,30832.79,701640.933,1.1457
688235.SH,20260317,230.88,243.0,229.2,236.74,38579.3,918961.247,2.3519
688235.SH,20260318,237.0,242.2,235.08,238.5,25024.08,597775.838,0.7434
688235.SH,20260319,235.07,238.5,233.77,235.0,21569.72,507871.599,-1.4675
688235.SH,20260320,235.0,237.8,227.57,227.57,23751.0,550792.884,-3.1617
688235.SH,20260323,225.01,226.5,213.33,215.51,40831.98,896756.624,-5.2995
688235.SH,20260324,219.6,221.95,215.42,221.11,38170.66,836706.837,2.5985
688235.SH,20260325,222.0,226.0,219.37,220.17,30601.24,680674.856,-0.4251
688235.SH,20260326,220.5,226.85,215.27,216.49,34947.75,770810.257,-1.6714
688235.SH,20260327,215.43,235.5,215.43,232.69,61318.85,1398635.488,7.483
688235.SH,20260330,230.52,243.0,230.52,235.3,59171.77,1409715.544,1.1217
688235.SH,20260331,237.99,241.88,232.69,233.59,31234.96,738044.909,-0.7267
688235.SH,20260401,238.51,253.16,238.03,249.9,61718.09,1522959.684,6.9823
688235.SH,20260402,249.8,252.98,244.9,249.25,44806.37,1116565.908,-0.2601
688235.SH,20260403,243.02,244.46,238.0,239.29,37440.6,901394.217,-3.996
688235.SH,20260407,239.4,242.21,233.72,237.12,26266.69,624793.098,-0.9068
688235.SH,20260408,241.86,246.92,240.0,245.88,41738.79,1018419.653,3.6943
688235.SH,20260409,243.86,247.68,242.0,242.56,24480.29,598337.892,-1.3503
688235.SH,20260410,242.62,247.87,242.56,244.12,24564.57,602011.499,0.6431
688235.SH,20260413,242.9,245.2,239.9,241.95,21247.07,514991.969,-0.8889
688235.SH,20260414,241.94,244.18,238.05,242.07,32171.9,773618.156,0.0496
688235.SH,20260415,257.01,259.0,246.8,254.4,60918.43,1537333.931,5.0936
688235.SH,20260416,255.0,257.7,249.6,256.99,45791.58,1164786.95,1.0181
688235.SH,20260417,255.0,255.0,245.2,246.5,45293.63,1123443.51,-4.0819
688235.SH,20260420,247.6,250.18,244.48,245.2,28328.05,697157.636,-0.5274
688235.SH,20260421,244.46,245.88,238.98,240.1,27002.53,650626.91,-2.0799
688235.SH,20260422,239.01,242.12,238.1,241.19,22717.58,544679.604,0.454
688235.SH,20260423,240.0,242.12,233.48,234.32,31079.2,736288.354,-2.8484
688235.SH,20260424,233.01,237.68,229.98,234.86,24151.47,564859.395,0.2305
688235.SH,20260427,234.0,236.77,231.6,235.0,18193.42,426080.735,0.0596
688235.SH,20260428,236.5,243.4,233.0,233.01,31281.03,745963.389,-0.8468
688235.SH,20260429,234.96,237.6,231.0,236.31,22199.66,522067.096,1.4162
688235.SH,20260430,236.0,237.97,232.05,234.8,25361.15,594882.28,-0.639
688235.SH,20260506,234.07,246.97,231.02,246.86,51405.51,1230410.384,5.1363
688235.SH,20260507,255.0,262.0,252.21,254.4,61241.2,1571178.345,3.0544
688235.SH,20260508,254.4,257.4,247.0,247.5,40596.6,1016486.128,-2.7123
688235.SH,20260511,247.5,264.5,243.88,262.08,62284.49,1581724.091,5.8909
688235.SH,20260512,259.68,276.01,254.52,267.98,70620.81,1869074.641,2.2512
688235.SH,20260513,269.0,269.0,259.3,260.8,50694.71,1322712.682,-2.6793
688235.SH,20260514,262.0,265.2,249.05,249.7,45478.08,1163403.388,-4.2561
688235.SH,20260515,249.71,254.63,247.41,252.02,36559.77,916962.377,0.9291
688235.SH,20260518,248.9,248.9,238.0,239.2,46217.21,1111574.295,-5.0869
688235.SH,20260519,238.59,242.46,235.58,239.97,30437.26,726919.491,0.3219
688235.SH,20260520,239.98,248.21,239.2,243.98,37158.68,903781.711,1.671
688235.SH,20260521,247.0,261.47,247.0,251.96,69364.14,1773963.279,3.2708
688235.SH,20260522,254.0,254.61,243.06,244.57,46175.31,1136896.332,-2.933
688235.SH,20260525,244.4,245.25,238.02,241.71,37397.27,898229.263,-1.1694
688235.SH,20260526,240.1,244.69,238.0,244.08,37114.35,897859.287,0.9805
688235.SH,20260527,240.03,243.0,235.03,239.38,38762.14,925425.977,-1.9256
688235.SH,20260528,239.0,241.92,231.1,233.25,35472.64,832218.956,-2.5608
688235.SH,20260529,232.27,245.3,226.6,243.9,61359.48,1455400.004,4.5659
688235.SH,20260601,241.3,248.88,233.3,234.62,51620.35,1241620.989,-3.8048
688235.SH,20260602,232.0,232.0,218.89,220.82,57455.99,1278766.682,-5.8819
688235.SH,20260603,218.98,225.97,217.39,222.41,30978.05,687199.516,0.72
688235.SH,20260604,224.69,231.1,222.22,223.98,29581.01,668783.28,0.7059
688235.SH,20260605,226.99,228.88,219.69,220.18,32870.48,734520.364,-1.6966
688235.SH,20260608,215.17,222.0,213.61,214.57,28866.2,625609.517,-2.5479
688235.SH,20260609,215.12,217.51,209.11,213.9,28381.04,604837.872,-0.3123
688235.SH,20260610,212.8,215.13,207.13,213.34,33396.14,707227.451,-0.2618
688235.SH,20260611,210.01,212.49,205.51,208.0,33812.29,704239.152,-2.503
688235.SH,20260612,209.05,216.88,206.48,216.36,41994.05,894397.012,4.0192
688235.SH,20260615,216.35,219.3,213.01,216.78,29013.31,625808.204,0.1941
688235.SH,20260616,215.88,217.69,211.37,213.31,28865.28,616258.035,-1.6007
688235.SH,20260617,213.39,215.33,210.5,211.72,32776.11,695154.708,-0.7454
688235.SH,20260618,211.17,223.32,211.17,218.22,54702.06,1190341.911,3.0701
688235.SH,20260622,217.2,228.88,212.11,228.79,62391.0,1375550.058,4.8437
688235.SH,20260623,227.18,234.7,225.67,228.0,53929.73,1244042.016,-0.3453
688235.SH,20260624,230.0,240.6,227.19,236.79,65570.43,1546442.703,3.8553
688235.SH,20260625,233.99,242.98,229.5,242.71,60926.09,1440609.022,2.5001
688235.SH,20260626,242.74,243.98,232.1,232.1,45678.37,1078842.152,-4.3715
688235.SH,20260629,231.85,258.93,227.75,255.9,95852.2,2370639.856,10.2542
688235.SH,20260630,257.92,258.9,251.02,254.61,65301.36,1658828.452,-0.5041
688235.SH,20260701,253.53,262.12,239.08,261.8,99474.65,2515475.137,2.8239
688235.SH,20260702,260.8,268.88,252.43,253.56,81216.0,2095820.934,-3.1474
688235.SH,20260703,259.0,268.7,255.61,266.96,86061.23,2263912.379,5.2847
